,team_short_display_name,team_uid,team_alternate_color,team_color,team_display_name,team_name,team_logo,team_location,team_id,team_abbreviation,team_slug,field_goals_made_field_goals_attempted,field_goal_pct,three_point_field_goals_made_three_point_field_goals_attempted,three_point_field_goal_pct,free_throws_made_free_throws_attempted,free_throw_pct,total_rebounds,offensive_rebounds,defensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,team_turnovers,total_turnovers,technical_fouls,total_technical_fouls,flagrant_fouls,fouls,largest_lead,home_away,opponent_id,opponent_name,opponent_mascot,opponent_abbrev,game_id,season,season_type,game_date
466,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,21-58,36.2,4-18,22.2,18-26,69.2,43,15,28,0,13,8,6,17,1,17,0,0,0,15,6.0,HOME,245,Texas A&M,Aggies,TA&M,401364877,2022,2,2022-01-20
469,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,33-72,45.8,10-36,27.8,7-9,77.8,41,16,25,0,20,11,10,8,0,8,0,0,0,18,26.0,AWAY,61,Georgia,Bulldogs,UGA,401364878,2022,2,2022-01-20
480,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,29-58,50.0,5-12,41.7,8-10,80.0,26,10,16,0,12,8,6,9,3,9,0,0,0,20,10.0,HOME,2,Auburn,Tigers,AUB,401364884,2022,2,2022-01-22
481,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,25-44,56.8,6-16,37.5,24-29,82.8,27,6,21,0,15,2,5,12,2,12,0,0,0,12,12.0,AWAY,96,Kentucky,Wildcats,UK,401364884,2022,2,2022-01-22
483,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,22-51,43.1,10-28,35.7,10-18,55.6,34,9,25,0,18,3,1,14,0,14,1,1,0,17,19.0,AWAY,99,LSU,Tigers,LSU,401364885,2022,2,2022-01-22
486,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,21-69,30.4,6-27,22.2,7-11,63.6,47,24,23,0,8,6,6,10,0,10,0,0,0,14,4.0,HOME,142,Missouri,Tigers,MIZ,401364887,2022,2,2022-01-26
489,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,31-66,47.0,6-23,26.1,14-20,70.0,44,12,32,0,16,5,4,17,1,17,0,0,0,20,16.0,AWAY,344,Mississippi State,Bulldogs,MSST,401364888,2022,2,2022-01-26
491,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,25-55,45.5,11-24,45.8,17-18,94.4,34,10,24,0,22,6,5,16,2,16,2,2,0,16,3.0,AWAY,57,Florida,Gators,FLA,401364889,2022,2,2022-01-26
502,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,26-56,46.4,9-19,47.4,17-22,77.3,25,12,13,0,11,8,2,16,0,16,1,1,0,21,2.0,HOME,333,Alabama,Crimson Tide,ALA,401364895,2022,2,2022-01-29
507,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,29-63,46.0,6-23,26.1,22-26,84.6,41,14,27,0,12,9,6,10,0,10,1,1,0,19,20.0,AWAY,201,Oklahoma,Sooners,OU,401364897,2022,2,2022-01-29
510,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,31-61,50.8,6-18,33.3,12-16,75.0,41,12,29,0,19,7,0,9,0,9,0,0,0,11,24.0,HOME,2305,Kansas,Jayhawks,KU,401364899,2022,2,2022-01-29
511,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,24-59,40.7,6-18,33.3,8-10,80.0,29,7,22,0,12,4,1,11,1,11,0,0,0,13,3.0,AWAY,96,Kentucky,Wildcats,UK,401364899,2022,2,2022-01-29
513,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,29-47,61.7,5-13,38.5,13-16,81.3,28,5,23,0,20,8,4,16,0,16,0,0,0,10,29.0,AWAY,344,Mississippi State,Bulldogs,MSST,401364900,2022,2,2022-01-29
516,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,19-53,35.8,5-18,27.8,8-16,50.0,32,15,17,0,7,9,0,11,3,11,0,0,0,17,5.0,HOME,251,Texas,Longhorns,TEX,401364902,2022,2,2022-01-30
521,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,29-57,50.9,11-26,42.3,21-27,77.8,34,16,18,0,22,12,5,17,0,17,0,0,0,21,15.0,AWAY,245,Texas A&M,Aggies,TA&M,401364904,2022,2,2022-02-02
523,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,32-66,48.5,5-21,23.8,31-39,79.5,47,11,36,0,12,7,10,8,0,8,1,1,0,18,22.0,AWAY,333,Alabama,Crimson Tide,ALA,401364905,2022,2,2022-02-02
529,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,22-57,38.6,8-18,44.4,25-35,71.4,30,8,22,0,16,8,5,10,1,10,1,1,0,17,16.0,AWAY,238,Vanderbilt,Commodores,VAN,401364908,2022,2,2022-02-03
532,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,27-68,39.7,6-26,23.1,14-18,77.8,46,18,28,0,10,8,9,14,0,14,0,0,0,20,15.0,HOME,61,Georgia,Bulldogs,UGA,401364910,2022,2,2022-02-05
534,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,27-63,42.9,14-27,51.9,13-14,92.9,38,11,27,0,18,10,6,8,0,8,0,0,0,20,26.0,HOME,2579,South Carolina,Gamecocks,SC,401364911,2022,2,2022-02-05
540,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,24-60,40.0,4-11,36.4,14-19,73.7,44,10,34,0,13,12,2,15,0,15,0,0,0,16,17.0,HOME,333,Alabama,Crimson Tide,ALA,401364914,2022,2,2022-02-06
546,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,30-80,37.5,8-32,25.0,8-17,47.1,60,24,36,0,8,5,9,19,0,19,0,0,0,28,5.0,HOME,8,Arkansas,Razorbacks,ARK,401364917,2022,2,2022-02-09
548,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,34-60,56.7,6-15,40.0,12-19,63.2,40,8,32,0,25,5,4,16,0,16,0,0,0,18,14.0,HOME,2579,South Carolina,Gamecocks,SC,401364918,2022,2,2022-02-09
556,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,28-57,49.1,8-19,42.1,8-9,88.9,26,8,18,0,14,13,0,10,0,10,0,0,0,16,12.0,HOME,344,Mississippi State,Bulldogs,MSST,401364922,2022,2,2022-02-10
563,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,27-68,39.7,3-25,12.0,18-28,64.3,52,18,34,0,18,6,14,11,1,11,0,0,0,19,25.0,AWAY,245,Texas A&M,Aggies,TA&M,401364925,2022,2,2022-02-12
565,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,22-60,36.7,7-22,31.8,22-31,71.0,41,15,26,0,16,5,5,9,1,9,0,0,0,16,16.0,AWAY,238,Vanderbilt,Commodores,VAN,401364926,2022,2,2022-02-12
571,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,31-67,46.3,10-27,37.0,6-9,66.7,41,18,23,0,17,7,0,5,0,5,0,0,0,9,21.0,AWAY,57,Florida,Gators,FLA,401364929,2022,2,2022-02-12
580,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,23-67,34.3,5-16,31.3,12-14,85.7,40,18,22,0,11,6,1,14,2,14,2,2,0,18,6.0,HOME,2633,Tennessee,Volunteers,TENN,401364934,2022,2,2022-02-16
581,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,24-54,44.4,8-17,47.1,20-23,87.0,32,6,26,0,17,9,8,8,1,8,1,1,0,15,20.0,AWAY,96,Kentucky,Wildcats,UK,401364934,2022,2,2022-02-16
587,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,31-53,58.5,11-22,50.0,21-26,80.8,33,6,27,0,20,8,9,17,0,17,1,1,0,26,20.0,AWAY,238,Vanderbilt,Commodores,VAN,401364937,2022,2,2022-02-17
589,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,33-62,53.2,9-14,64.3,15-19,78.9,39,16,23,0,13,7,3,7,0,7,0,0,0,7,16.0,AWAY,333,Alabama,Crimson Tide,ALA,401364938,2022,2,2022-02-19
598,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,16-59,27.1,4-24,16.7,12-18,66.7,46,14,32,0,5,6,4,15,1,15,0,0,0,24,3.0,HOME,8,Arkansas,Razorbacks,ARK,401364943,2022,2,2022-02-19
600,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,20-50,40.0,5-14,35.7,17-20,85.0,38,12,26,0,9,5,2,17,1,17,0,0,0,17,9.0,HOME,57,Florida,Gators,FLA,401364944,2022,2,2022-02-19
606,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,28-62,45.2,9-18,50.0,15-19,78.9,40,12,28,0,15,8,4,9,1,9,0,0,0,18,21.0,HOME,142,Missouri,Tigers,MIZ,401364947,2022,2,2022-02-23
613,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,27-59,45.8,9-25,36.0,14-19,73.7,37,9,28,0,16,8,9,12,1,12,0,0,0,20,16.0,AWAY,145,Ole Miss,Rebels,MISS,401364950,2022,2,2022-02-24
615,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,23-49,46.9,2-12,16.7,23-32,71.9,36,11,25,0,3,4,5,12,1,12,1,1,0,14,15.0,AWAY,99,LSU,Tigers,LSU,401364951,2022,2,2022-02-24
618,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,30-66,45.5,4-15,26.7,9-13,69.2,39,16,23,0,16,7,3,12,1,12,0,0,0,17,4.0,HOME,8,Arkansas,Razorbacks,ARK,401364953,2022,2,2022-02-26
626,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,23-65,35.4,5-24,20.8,11-15,73.3,31,11,20,0,12,11,8,12,1,12,1,1,0,19,11.0,HOME,2633,Tennessee,Volunteers,TENN,401364957,2022,2,2022-02-26
627,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,20-61,32.8,6-16,37.5,21-27,77.8,54,21,33,0,9,9,6,18,1,18,0,0,0,16,11.0,AWAY,2,Auburn,Tigers,AUB,401364957,2022,2,2022-02-26
630,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,27-61,44.3,8-25,32.0,13-15,86.7,39,12,27,0,14,9,7,12,0,12,0,0,0,14,15.0,HOME,61,Georgia,Bulldogs,UGA,401364959,2022,2,2022-03-01
633,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,33-55,60.0,6-14,42.9,11-15,73.3,30,8,22,0,18,7,1,8,0,8,0,0,0,11,14.0,AWAY,145,Ole Miss,Rebels,MISS,401364960,2022,2,2022-03-02
653,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,32-59,54.2,6-15,40.0,18-30,60.0,39,11,28,0,16,3,4,10,0,10,3,3,0,23,21.0,AWAY,2084,Buffalo,Bulls,BUFF,401364997,2022,2,2021-11-10
691,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,29-60,48.3,3-16,18.8,16-17,94.1,53,19,34,0,14,2,2,15,1,15,0,0,0,10,20.0,AWAY,195,Ohio,Bobcats,OHIO,401365016,2022,2,2021-11-20
708,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,42-74,56.8,9-32,28.1,14-24,58.3,51,16,35,0,16,8,6,10,0,10,0,0,0,15,55.0,HOME,2117,Central Michigan,Chippewas,CMU,401365026,2022,2,2021-11-23
733,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,31-72,43.1,7-26,26.9,16-24,66.7,47,20,27,0,16,9,3,6,0,6,0,0,0,14,34.0,AWAY,2117,Central Michigan,Chippewas,CMU,401365038,2022,2,2021-11-30
1711,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,37-63,58.7,8-16,50.0,14-21,66.7,45,13,32,0,18,9,2,7,0,7,0,0,0,16,56.0,AWAY,2437,Omaha,Mavericks,OMA,401365604,2022,2,2021-11-24
1715,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,34-59,57.6,9-17,52.9,20-24,83.3,53,14,39,0,19,4,6,12,0,12,0,0,0,6,58.0,AWAY,2437,Omaha,Mavericks,OMA,401365606,2022,2,2021-11-26
1934,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,25-58,43.1,11-31,35.5,11-15,73.3,50,13,37,0,11,4,3,14,1,14,0,0,0,17,32.0,HOME,2325,La Salle,Explorers,LAS,401365747,2022,2,2021-11-28
1944,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,28-60,46.7,9-23,39.1,9-15,60.0,27,8,19,0,16,8,6,11,0,11,1,1,0,21,8.0,HOME,139,Saint Louis,Billikens,SLU,401365753,2022,2,2021-12-19
2736,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,30-60,50.0,7-17,41.2,10-14,71.4,32,12,20,0,13,8,6,19,1,19,0,0,0,22,14.0,HOME,66,Iowa State,Cyclones,ISU,401368352,2022,2,2022-01-01
2743,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,31-55,56.4,6-14,42.9,16-20,80.0,34,12,22,0,12,8,2,20,1,20,0,0,0,17,14.0,AWAY,201,Oklahoma,Sooners,OU,401368358,2022,2,2022-01-05
2744,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,28-65,43.1,9-23,39.1,9-12,75.0,50,17,33,0,15,5,5,17,0,17,0,0,0,13,15.0,HOME,197,Oklahoma State,Cowboys,OKST,401368359,2022,2,2022-01-05
2748,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,19-49,38.8,3-17,17.6,6-15,40.0,34,7,27,0,11,8,3,15,1,15,2,2,0,21,2.0,HOME,66,Iowa State,Cyclones,ISU,401368361,2022,2,2022-01-06
2750,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,30-57,52.6,13-27,48.1,3-7,42.9,28,8,20,0,15,10,4,12,0,12,0,0,0,14,14.0,HOME,2628,TCU,Horned Frogs,TCU,401368362,2022,2,2022-01-08
2754,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,21-47,44.7,10-26,38.5,15-18,83.3,24,6,18,0,12,5,3,17,0,17,0,0,0,22,2.0,HOME,2641,Texas Tech,Red Raiders,TTU,401368364,2022,2,2022-01-08
2755,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,28-55,50.9,4-16,25.0,15-22,68.2,34,13,21,0,18,10,3,12,1,12,0,0,0,17,14.0,AWAY,2305,Kansas,Jayhawks,KU,401368364,2022,2,2022-01-08
2760,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,28-55,50.9,4-14,28.6,5-7,71.4,31,7,24,0,16,6,4,12,2,12,0,0,0,13,7.0,HOME,239,Baylor,Bears,BAY,401368367,2022,2,2022-01-12
2761,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,23-56,41.1,8-24,33.3,8-13,61.5,35,13,22,0,14,5,4,14,3,14,0,0,0,12,15.0,AWAY,2641,Texas Tech,Red Raiders,TTU,401368367,2022,2,2022-01-12
2763,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,21-48,43.8,6-20,30.0,14-18,77.8,33,10,23,0,11,4,9,16,0,16,0,0,0,12,9.0,AWAY,66,Iowa State,Cyclones,ISU,401368368,2022,2,2022-01-12
2771,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,36-70,51.4,8-21,38.1,5-9,55.6,47,14,33,0,23,7,8,13,1,13,0,0,0,19,27.0,AWAY,277,West Virginia,Mountaineers,WVU,401368372,2022,2,2022-01-15
2773,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,18-58,31.0,8-28,28.6,10-14,71.4,38,11,27,0,10,4,1,11,0,11,0,0,0,12,1.0,AWAY,197,Oklahoma State,Cowboys,OKST,401368373,2022,2,2022-01-15
2776,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,19-48,39.6,4-17,23.5,9-12,75.0,29,6,23,0,7,6,2,18,1,18,1,1,0,10,8.0,HOME,2306,Kansas State,Wildcats,KSU,401368375,2022,2,2022-01-15
2780,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,27-57,47.4,8-17,47.1,5-6,83.3,32,11,21,0,12,5,1,13,1,13,0,0,0,15,12.0,HOME,201,Oklahoma,Sooners,OU,401368377,2022,2,2022-01-19
2782,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,28-60,46.7,12-27,44.4,9-11,81.8,36,10,26,0,18,7,0,13,0,13,0,0,0,16,16.0,HOME,277,West Virginia,Mountaineers,WVU,401368378,2022,2,2022-01-18
2787,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,20-46,43.5,3-16,18.8,29-38,76.3,36,10,26,0,7,5,4,13,2,13,0,0,0,18,23.0,AWAY,66,Iowa State,Cyclones,ISU,401368380,2022,2,2022-01-19
2790,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,26-59,44.1,5-21,23.8,21-30,70.0,45,18,27,0,14,2,3,11,1,11,0,0,0,14,3.0,HOME,2306,Kansas State,Wildcats,KSU,401368382,2022,2,2022-01-22
2792,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,22-52,42.3,6-20,30.0,15-19,78.9,28,10,18,0,12,16,1,17,2,17,0,0,0,14,17.0,HOME,201,Oklahoma,Sooners,OU,401368383,2022,2,2022-01-22
2799,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,24-59,40.7,5-20,25.0,25-36,69.4,39,17,22,0,13,6,4,9,0,9,0,0,0,20,13.0,AWAY,277,West Virginia,Mountaineers,WVU,401368386,2022,2,2022-01-22
2800,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,34-73,46.6,6-20,30.0,17-24,70.8,38,9,29,0,14,9,8,10,0,10,0,0,0,24,5.0,HOME,2305,Kansas,Jayhawks,KU,401368387,2022,2,2022-01-25
2801,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,32-74,43.2,8-23,34.8,22-30,73.3,50,16,34,0,18,4,2,13,1,13,0,0,0,19,12.0,AWAY,2641,Texas Tech,Red Raiders,TTU,401368387,2022,2,2022-01-25
2803,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,29-51,56.9,7-21,33.3,9-14,64.3,39,11,28,0,21,7,6,15,0,15,1,1,0,16,29.0,AWAY,2306,Kansas State,Wildcats,KSU,401368388,2022,2,2022-01-26
2811,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,30-62,48.4,8-22,36.4,13-25,52.0,36,17,19,0,17,8,2,11,0,11,0,0,0,21,10.0,AWAY,277,West Virginia,Mountaineers,WVU,401368392,2022,2,2022-02-01
