,team_short_display_name,team_uid,team_alternate_color,team_color,team_display_name,team_name,team_logo,team_location,team_id,team_abbreviation,team_slug,field_goals_made_field_goals_attempted,field_goal_pct,three_point_field_goals_made_three_point_field_goals_attempted,three_point_field_goal_pct,free_throws_made_free_throws_attempted,free_throw_pct,total_rebounds,offensive_rebounds,defensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,team_turnovers,total_turnovers,technical_fouls,total_technical_fouls,flagrant_fouls,fouls,largest_lead,home_away,opponent_id,opponent_name,opponent_mascot,opponent_abbrev,game_id,season,season_type,game_date
3741,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,23-59,39.0,7-23,30.4,27-35,77.1,48,15,33,0,11,12,3,16,0,16,0,0,0,14,17.0,AWAY,2210,Elon,Phoenix,ELON,401369948,2022,2,2021-12-12
3743,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,30-60,50.0,5-16,31.3,9-14,64.3,44,12,32,0,18,3,2,8,0,8,0,0,0,10,22.0,AWAY,231,Furman,Paladins,FUR,401369949,2022,2,2021-12-15
3745,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,29-62,46.8,7-16,43.8,5-9,55.6,47,14,33,0,17,5,3,15,0,15,0,0,0,15,25.0,AWAY,2026,Appalachian State,Mountaineers,APP,401369951,2022,2,2021-12-22
3747,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,28-59,47.5,11-25,44.0,7-11,63.6,36,11,25,0,19,4,4,9,2,9,0,0,0,8,25.0,AWAY,258,Virginia,Cavaliers,UVA,401369953,2022,2,2022-01-08
3749,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,30-63,47.6,9-25,36.0,19-21,90.5,42,11,31,0,20,3,1,13,0,13,0,0,0,15,32.0,AWAY,59,Georgia Tech,Yellow Jackets,GT,401369954,2022,2,2022-01-16
3751,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,16-55,29.1,6-17,35.3,20-25,80.0,44,12,32,0,7,3,7,8,0,8,0,0,0,11,11.0,AWAY,103,Boston College,Eagles,BC,401369955,2022,2,2022-01-27
3753,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,34-62,54.8,15-27,55.6,17-24,70.8,39,10,29,0,17,7,9,12,2,12,0,0,0,17,35.0,AWAY,152,NC State,Wolfpack,NCST,401369956,2022,2,2022-01-29
3754,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,34-59,57.6,9-19,47.4,10-13,76.9,40,8,32,0,20,7,2,12,1,12,0,0,0,17,28.0,HOME,153,North Carolina,Tar Heels,UNC,401369957,2022,2,2022-02-05
3755,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,24-59,40.7,9-22,40.9,10-15,66.7,24,6,18,0,13,5,3,8,0,8,0,0,0,14,0.0,AWAY,150,Duke,Blue Devils,DUKE,401369957,2022,2,2022-02-05
3757,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,37-67,55.2,12-28,42.9,8-13,61.5,40,13,27,0,22,7,5,16,0,16,0,0,0,16,40.0,AWAY,52,Florida State,Seminoles,FSU,401369958,2022,2,2022-02-12
3759,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,24-58,41.4,7-26,26.9,12-16,75.0,29,11,18,0,13,11,6,13,0,13,0,0,0,18,5.0,AWAY,221,Pittsburgh,Panthers,PITT,401369959,2022,2,2022-02-17
3761,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,26-53,49.1,7-25,28.0,11-13,84.6,32,6,26,0,12,9,3,13,0,13,0,0,0,10,7.0,AWAY,97,Louisville,Cardinals,LOU,401369960,2022,2,2022-02-22
3763,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,29-71,40.8,14-36,38.9,16-20,80.0,44,16,28,0,21,3,3,8,2,8,0,0,0,9,9.0,AWAY,183,Syracuse,Orange,SYR,401369961,2022,2,2022-03-01
3770,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,25-55,45.5,2-19,10.5,10-15,66.7,28,5,23,0,9,5,4,5,0,5,0,0,0,10,5.0,HOME,87,Notre Dame,Fighting Irish,ND,401369965,2022,2,2021-12-11
3776,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,29-59,49.2,8-22,36.4,7-8,87.5,39,5,34,0,10,5,2,14,0,14,0,0,0,13,4.0,HOME,87,Notre Dame,Fighting Irish,ND,401369969,2022,2,2022-01-06
3830,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,32-54,59.3,11-22,50.0,11-13,84.6,27,5,22,0,14,5,4,6,0,6,0,0,0,12,33.0,HOME,221,Pittsburgh,Panthers,PITT,401369997,2022,2,2022-03-02
3842,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,25-77,32.5,13-50,26.0,4-6,66.7,57,27,30,0,15,5,3,10,1,10,0,0,0,13,14.0,HOME,183,Syracuse,Orange,SYR,401370003,2022,2,2021-12-08
3860,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,35-65,53.8,15-32,46.9,12-17,70.6,38,17,21,0,26,1,5,6,0,6,0,0,0,15,30.0,HOME,183,Syracuse,Orange,SYR,401370015,2022,2,2022-02-26
3894,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,22-49,44.9,8-22,36.4,13-15,86.7,38,5,33,0,13,4,6,15,1,15,0,0,0,11,14.0,HOME,259,Virginia Tech,Hokies,VT,401370034,2022,2,2022-02-19
3930,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,24-50,48.0,7-17,41.2,10-17,58.8,33,6,27,0,9,3,7,8,0,8,0,0,0,10,8.0,HOME,258,Virginia,Cavaliers,UVA,401370052,2022,2,2022-02-24
3956,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,31-61,50.8,7-15,46.7,7-13,53.8,29,5,24,0,13,7,5,7,0,7,0,0,0,18,20.0,HOME,154,Wake Forest,Demon Deacons,WAKE,401370066,2022,2,2022-01-13
3958,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,27-81,33.3,6-28,21.4,16-23,69.6,50,23,27,0,9,6,2,11,0,11,0,0,0,25,3.0,HOME,154,Wake Forest,Demon Deacons,WAKE,401370067,2022,2,2022-01-23
3990,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,22-65,33.8,6-30,20.0,7-11,63.6,45,15,30,0,13,1,5,14,0,14,0,0,0,18,3.0,HOME,2390,Miami,Hurricanes,MIA,401370085,2022,2,2022-01-19
4020,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,30-60,50.0,5-21,23.8,17-25,68.0,43,11,32,0,18,6,9,14,0,14,0,0,0,16,10.0,HOME,152,NC State,Wolfpack,NCST,401370100,2022,2,2021-12-12
4042,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,29-56,51.8,5-19,26.3,21-23,91.3,46,13,33,0,13,5,5,16,0,16,0,0,0,16,25.0,HOME,152,NC State,Wolfpack,NCST,401370111,2022,2,2022-02-26
4054,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,30-67,44.8,6-20,30.0,8-18,44.4,46,19,27,0,16,5,3,7,0,7,0,0,0,13,16.0,HOME,97,Louisville,Cardinals,LOU,401370117,2022,2,2022-01-29
4056,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,31-71,43.7,12-26,46.2,16-20,80.0,44,11,33,0,18,7,5,10,0,10,0,0,0,14,10.0,HOME,97,Louisville,Cardinals,LOU,401370118,2022,2,2022-02-02
4080,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,26-51,51.0,6-19,31.6,16-21,76.2,33,9,24,0,15,5,5,12,0,12,0,0,0,11,13.0,HOME,2439,UNLV,Rebels,UNLV,401370151,2022,2,2021-11-20
4083,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,26-51,51.0,6-14,42.9,13-19,68.4,33,5,28,0,14,2,0,15,0,15,0,0,0,16,20.0,AWAY,249,North Texas,Mean Green,UNT,401370152,2022,2,2021-11-25
4501,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,32-59,54.2,5-15,33.3,17-22,77.3,48,13,35,0,13,3,8,17,0,17,0,0,0,15,26.0,AWAY,399,Albany,Great Danes,ALB,401370937,2022,2,2021-11-23
4581,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,35-70,50.0,10-28,35.7,8-10,80.0,41,12,29,0,19,8,4,7,0,7,0,0,0,9,32.0,AWAY,2619,Stony Brook,Seawolves,STBK,401370985,2022,2,2021-11-19
4714,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,26-57,45.6,8-25,32.0,11-17,64.7,41,12,29,0,7,4,1,9,1,9,0,0,0,14,16.0,HOME,219,Pennsylvania,Quakers,PENN,401371108,2022,2,2021-12-02
4733,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,33-75,44.0,12-34,35.3,8-13,61.5,48,15,33,0,17,8,14,7,0,7,0,0,0,18,34.0,AWAY,43,Yale,Bulldogs,YALE,401371120,2022,2,2021-12-04
4766,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,44-75,58.7,12-26,46.2,15-19,78.9,46,7,39,0,26,8,4,16,0,16,0,0,0,22,38.0,HOME,2541,Santa Clara,Broncos,SCU,401371149,2022,2,2022-01-15
4783,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,27-67,40.3,12-35,34.3,15-20,75.0,43,14,29,0,15,3,6,7,0,7,0,0,0,18,19.0,AWAY,2541,Santa Clara,Broncos,SCU,401371157,2022,2,2022-02-20
4830,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,34-62,54.8,10-20,50.0,11-13,84.6,40,7,33,0,18,9,7,12,0,12,0,0,0,13,20.0,HOME,2539,San Francisco,Dons,SF,401371189,2022,2,2022-02-25
4903,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,34-71,47.9,18-41,43.9,18-24,75.0,49,14,35,0,20,8,5,16,0,16,2,2,0,24,35.0,AWAY,2501,Portland,Pilots,PORT,401371229,2022,2,2022-01-30
4915,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,30-55,54.5,6-12,50.0,8-13,61.5,37,4,33,0,16,5,6,10,1,10,0,0,0,9,21.0,AWAY,2608,Saint Mary's,Gaels,SMC,401371235,2022,2,2022-02-13
4930,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,22-60,36.7,5-15,33.3,8-9,88.9,33,7,26,0,4,8,6,14,0,14,0,0,0,12,0.0,HOME,2608,Saint Mary's,Gaels,SMC,401371243,2022,2,2022-02-27
4935,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,37-68,54.4,6-21,28.6,17-24,70.8,45,15,30,0,23,10,9,15,0,15,1,1,0,18,34.0,AWAY,3101,Dixie State,Trailblazers,DXST,401371246,2022,2,2021-11-10
4949,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,32-59,54.2,7-19,36.8,15-17,88.2,32,9,23,0,17,5,3,7,1,7,0,0,0,13,22.0,AWAY,251,Texas,Longhorns,TEX,401371253,2022,2,2021-11-14
4955,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,34-58,58.6,7-19,36.8,9-12,75.0,38,5,33,0,26,5,6,13,0,13,0,0,0,14,35.0,AWAY,2016,Alcorn State,Braves,ALCN,401371256,2022,2,2021-11-16
4976,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,28-50,56.0,9-23,39.1,18-23,78.3,38,6,32,0,11,4,6,13,0,13,0,0,0,19,24.0,HOME,26,UCLA,Bruins,UCLA,401371267,2022,2,2021-11-24
4991,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,23-49,46.9,4-19,21.1,14-24,58.3,43,11,32,0,9,4,6,16,0,16,0,0,0,17,10.0,AWAY,2627,Tarleton,Texans,TAR,401371274,2022,2,2021-11-30
5003,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,30-67,44.8,9-23,39.1,13-25,52.0,42,13,29,0,17,6,9,12,0,12,0,0,0,15,4.0,AWAY,333,Alabama,Crimson Tide,ALA,401371280,2022,2,2021-12-05
5017,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,30-59,50.8,5-22,22.7,15-20,75.0,56,18,38,0,17,6,4,17,0,17,0,0,0,10,28.0,AWAY,2771,Merrimack,Warriors,MRMK,401371287,2022,2,2021-12-10
5030,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,21-56,37.5,6-19,31.6,7-13,53.8,36,9,27,0,9,3,1,12,0,12,0,0,0,11,2.0,HOME,2250,Gonzaga,Bulldogs,GONZ,401371295,2022,2,2021-12-18
5031,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,24-56,42.9,13-31,41.9,8-10,80.0,37,7,30,0,16,6,4,10,1,10,0,0,0,14,17.0,AWAY,2641,Texas Tech,Red Raiders,TTU,401371295,2022,2,2021-12-18
5039,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,33-60,55.0,10-22,45.5,19-23,82.6,34,5,29,0,14,9,7,5,0,5,0,0,0,10,46.0,AWAY,2464,Northern Arizona,Lumberjacks,NAU,401371299,2022,2,2021-12-21
5049,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,34-69,49.3,7-23,30.4,18-31,58.1,51,16,35,0,17,7,5,9,0,9,0,0,0,9,36.0,AWAY,2453,North Alabama,Lions,UNA,401371304,2022,2,2021-12-28
5055,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,45-83,54.2,10-25,40.0,17-23,73.9,51,16,35,0,26,12,5,13,0,13,0,0,0,17,40.0,AWAY,2492,Pepperdine,Waves,PEPP,401371309,2022,2,2022-01-09
5057,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,43-62,69.4,11-21,52.4,13-20,65.0,33,5,28,0,28,6,7,11,0,11,0,0,0,16,34.0,AWAY,252,BYU,Cougars,BYU,401371311,2022,2,2022-01-14
5061,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,34-55,61.8,12-23,52.2,9-12,75.0,34,4,30,0,21,7,7,8,0,8,0,0,0,12,39.0,AWAY,2351,Loyola Marymount,Lions,LMU,401371314,2022,2,2022-01-28
5064,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,34-66,51.5,4-18,22.2,14-15,93.3,50,14,36,0,19,7,5,14,0,14,0,0,0,16,23.0,HOME,2492,Pepperdine,Waves,PEPP,401371316,2022,2,2022-02-17
5066,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,32-61,52.5,8-21,38.1,18-22,81.8,46,4,42,0,20,12,9,14,0,14,0,0,0,14,38.0,HOME,252,BYU,Cougars,BYU,401371317,2022,2,2022-02-06
5071,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,35-68,51.5,11-28,39.3,8-10,80.0,46,9,37,0,17,5,5,9,0,9,0,0,0,10,40.0,AWAY,279,Pacific,Tigers,PAC,401371319,2022,2,2022-02-11
5165,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,27-50,54.0,11-24,45.8,24-32,75.0,41,14,27,0,18,6,5,17,0,17,0,0,0,18,34.0,AWAY,2320,Lamar,Cardinals,LAM,401371391,2022,2,2021-11-27
5458,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,32-60,53.3,9-23,39.1,11-18,61.1,31,13,18,0,16,14,4,11,0,11,0,0,0,14,22.0,HOME,2916,Incarnate Word,Cardinals,UIW,401371562,2022,2,2021-11-20
5589,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,39-78,50.0,13-35,37.1,13-20,65.0,49,15,34,0,25,9,7,9,0,9,0,0,0,8,48.0,AWAY,2466,Northwestern State,Demons,NWST,401371634,2022,2,2021-12-29
5793,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,32-74,43.2,12-30,40.0,33-41,80.5,35,12,23,0,14,13,1,14,1,14,1,1,0,24,11.0,AWAY,41,UConn,Huskies,CONN,401371764,2022,2,2021-11-24
5805,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,28-53,52.8,13-25,52.0,12-13,92.3,36,7,29,0,16,8,1,13,0,13,0,0,0,10,35.0,AWAY,2603,Saint Joseph's,Hawks,JOES,401371772,2022,2,2021-12-04
5909,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,32-69,46.4,9-31,29.0,4-7,57.1,35,9,26,0,12,12,8,6,0,6,0,0,0,12,29.0,AWAY,2413,Morehead State,Eagles,MORE,401371832,2022,2,2021-11-10
5911,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,29-60,48.3,10-25,40.0,25-32,78.1,39,10,29,0,17,9,10,10,0,10,0,0,0,22,28.0,AWAY,2433,UL Monroe,Warhawks,ULM,401371833,2022,2,2021-11-13
5912,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,21-61,34.4,5-26,19.2,11-16,68.8,44,17,27,0,12,6,6,14,4,14,0,0,0,15,8.0,HOME,58,South Florida,Bulls,USF,401371834,2022,2,2021-11-20
5915,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,29-64,45.3,10-32,31.3,17-22,77.3,40,12,28,0,16,10,8,15,1,15,0,0,0,21,20.0,AWAY,2116,UCF,Knights,UCF,401371835,2022,2,2021-12-02
5917,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,39-76,51.3,14-31,45.2,7-11,63.6,36,12,24,0,26,16,3,8,0,8,0,0,0,15,32.0,AWAY,158,Nebraska,Cornhuskers,NEB,401371836,2022,2,2021-12-11
5919,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,25-69,36.2,9-25,36.0,11-16,68.8,50,16,34,0,13,7,11,10,0,10,0,0,0,15,30.0,AWAY,2453,North Alabama,Lions,UNA,401371837,2022,2,2021-12-15
5921,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,27-64,42.2,8-25,32.0,9-12,75.0,48,14,34,0,12,6,11,13,0,13,0,0,0,18,21.0,AWAY,93,Murray State,Racers,MUR,401371838,2022,2,2021-12-22
5951,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,40-70,57.1,12-23,52.2,8-12,66.7,43,14,29,0,24,8,10,10,0,10,0,0,0,8,44.0,AWAY,2523,Robert Morris,Colonials,RMU,401371853,2022,2,2021-11-13
